date,E_Conductivity,TempInSitu,Serial,Sp_Conductance,AbsPressure_bar,Sp_Conductance_cal,SalinityInSitu_1pCal
2021-03-26T14:42:00Z,45275.3,25.08,CT_326,45377.340768906404,1,49871.30138137359,32.63839322757828
2021-03-26T14:42:10Z,45279.8,25.08,CT_326,45381.850910936606,1,49875.81152340379,32.6417032936779
2021-03-26T14:42:20Z,45293.3,25.08,CT_326,45395.38133702722,1,49889.3419494944,32.651633801846664
2021-03-26T14:42:30Z,45275.3,25.12,CT_326,45418.701253652696,1,49912.66186611988,32.66875029034227
2021-03-26T14:42:40Z,45279.8,25.13,CT_326,45433.55901372402,1,49927.519626191206,32.67965639582137
2021-03-26T14:42:50Z,45275.3,25.15,CT_326,45449.73152001103,1,49943.692132478216,32.69152820711298
2021-03-26T14:43:00Z,45288.8,25.15,CT_326,45463.283531273686,1,49957.24414374087,32.70147689327017
2021-03-26T14:43:10Z,45288.8,25.15,CT_326,45463.283531273686,1,49957.24414374087,32.70147689327017
2021-03-26T14:43:20Z,45306.7,25.17,CT_326,45501.958402843906,1,49995.91901531109,32.72987112163207
2021-03-26T14:43:30Z,45315.7,25.17,CT_326,45510.99719016732,1,50004.957802634504,32.736507745110075
2021-03-26T14:43:40Z,45306.7,25.15,CT_326,45481.25249435528,1,49975.21310682246,32.714668833078804
2021-03-26T14:43:50Z,45333.7,25.15,CT_326,45508.35651688059,1,50002.31712934777,32.73456884030782
2021-03-26T14:44:00Z,45315.7,25.15,CT_326,45490.28716853038,1,49984.24778099757,32.721301961627134
2021-03-26T14:44:10Z,45288.8,25.15,CT_326,45463.283531273686,1,49957.24414374087,32.70147689327017
2021-03-26T14:44:20Z,45315.7,25.15,CT_326,45490.28716853038,1,49984.24778099757,32.721301961627134
2021-03-26T14:44:30Z,45270.8,25.17,CT_326,45465.90368452053,1,49959.86429698771,32.70340043145968
2021-03-26T14:44:40Z,45315.7,25.17,CT_326,45510.99719016732,1,50004.957802634504,32.736507745110075
2021-03-26T14:44:50Z,45284.3,25.15,CT_326,45458.76619418614,1,49952.72680665332,32.69816061274873
2021-03-26T14:45:00Z,45315.7,25.17,CT_326,45510.99719016732,1,50004.957802634504,32.736507745110075
2021-03-26T14:45:10Z,45302.2,25.17,CT_326,45497.4390091822,1,49991.39962164938,32.726552887660276
2021-03-26T14:45:20Z,45302.2,25.15,CT_326,45476.73515726772,1,49970.695769734906,32.71135234650424
2021-03-26T14:45:30Z,45270.8,25.15,CT_326,45445.214182923475,1,49939.17479539066,32.68821208199961
2021-03-26T14:45:40Z,45284.3,25.15,CT_326,45458.76619418614,1,49952.72680665332,32.69816061274873
2021-03-26T14:45:50Z,45315.7,25.15,CT_326,45490.28716853038,1,49984.24778099757,32.721301961627134
2021-03-26T14:46:00Z,45302.2,25.15,CT_326,45476.73515726772,1,49970.695769734906,32.71135234650424
2021-03-26T14:46:10Z,45270.8,25.15,CT_326,45445.214182923475,1,49939.17479539066,32.68821208199961
2021-03-26T14:46:20Z,45252.9,25.14,CT_326,45416.90597270854,1,49910.866585175725,32.66743253050515
2021-03-26T14:46:30Z,45239.4,25.15,CT_326,45413.69320857922,1,49907.653821046406,32.66507433978129
2021-03-26T14:46:40Z,45239.4,25.14,CT_326,45403.357045885474,1,49897.31765835266,32.65748770382858
2021-03-26T14:46:50Z,45293.3,25.14,CT_326,45457.45239075683,1,49951.413003224014,32.697196129312694
2021-03-26T14:47:00Z,45293.3,25.14,CT_326,45457.45239075683,1,49951.413003224014,32.697196129312694
2021-03-26T14:47:10Z,45284.3,25.14,CT_326,45448.41977287478,1,49942.38038534197,32.69056526331513
2021-03-26T14:47:20Z,45284.3,25.14,CT_326,45448.41977287478,1,49942.38038534197,32.69056526331513
2021-03-26T14:47:30Z,45293.3,25.15,CT_326,45467.800868361235,1,49961.76148082842,32.704793225593356
2021-03-26T14:47:40Z,45311.2,25.15,CT_326,45485.76983144283,1,49979.73044391001,32.717985371453246
2021-03-26T14:47:50Z,45342.7,25.15,CT_326,45517.39119105569,1,50011.35180352288,32.741202590432735
2021-03-26T14:48:00Z,45279.8,25.15,CT_326,45454.24885709858,1,49948.209469565765,32.694844384029516
2021-03-26T14:48:10Z,45266.3,25.15,CT_326,45440.696845835926,1,49934.65745830311,32.68489600868984
2021-03-26T14:48:20Z,45293.3,25.15,CT_326,45467.800868361235,1,49961.76148082842,32.704793225593356
2021-03-26T14:48:30Z,45356.2,25.17,CT_326,45551.67173312267,1,50045.63234558985,32.76637511698694
2021-03-26T14:48:40Z,45311.2,25.17,CT_326,45506.47779650561,1,50000.4384089728,32.733189407448826
2021-03-26T14:48:50Z,45324.7,25.17,CT_326,45520.035977490734,1,50013.99658995792,32.743144575964166
2021-03-26T14:49:00Z,45270.8,25.17,CT_326,45465.90368452053,1,49959.86429698771,32.70340043145968
2021-03-26T14:49:10Z,45248.4,25.17,CT_326,45443.40714718226,1,49937.367759649445,32.686885572386196
2021-03-26T14:49:20Z,45270.8,25.18,CT_326,45476.24984902104,1,49970.21046148823,32.71099605156023
2021-03-26T14:49:30Z,45320.2,25.18,CT_326,45525.87403817921,1,50019.83465064639,32.74743134765395
2021-03-26T14:49:40Z,45302.2,25.18,CT_326,45507.79234982198,1,50001.75296228917,32.73415460498185
2021-03-26T14:49:50Z,45288.8,25.18,CT_326,45494.331537378275,1,49988.29214984546,32.72427134652086
2021-03-26T14:50:00Z,45243.9,25.18,CT_326,45449.22777030941,1,49943.18838277659,32.69115840769422
2021-03-26T14:50:10Z,45288.8,25.19,CT_326,45504.68275828207,1,49998.643370749254,32.731871425796086
2021-03-26T14:50:20Z,45270.8,25.19,CT_326,45486.59695583976,1,49980.55756830695,32.718592635222706
2021-03-26T14:50:30Z,45257.3,25.19,CT_326,45473.03260400803,1,49966.99321647522,32.70863408717525
2021-03-26T14:50:40Z,45257.3,25.19,CT_326,45473.03260400803,1,49966.99321647522,32.70863408717525
2021-03-26T14:50:50Z,45257.3,25.19,CT_326,45473.03260400803,1,49966.99321647522,32.70863408717525
2021-03-26T14:51:00Z,45297.8,25.19,CT_326,45513.72565950322,1,50007.68627197041,32.738511132435896
2021-03-26T14:51:10Z,45288.8,25.2,CT_326,45515.034921766324,1,50008.99553423351,32.73947246914415
2021-03-26T14:51:20Z,45270.8,25.2,CT_326,45496.94500486431,1,49990.9056173315,32.72619018243323
2021-03-26T14:51:30Z,45284.3,25.2,CT_326,45510.51244254082,1,50004.473055008006,32.73615181959362
2021-03-26T14:51:40Z,45288.8,25.2,CT_326,45515.034921766324,1,50008.99553423351,32.73947246914415
2021-03-26T14:51:50Z,45270.8,25.2,CT_326,45496.94500486431,1,49990.9056173315,32.72619018243323
2021-03-26T14:52:00Z,45329.2,25.2,CT_326,45555.636735257496,1,50049.59734772468,32.769286848033914
2021-03-26T14:52:10Z,45248.4,25.2,CT_326,45474.433108275145,1,49968.39372074233,32.70966227458308
2021-03-26T14:52:20Z,45329.2,25.2,CT_326,45555.636735257496,1,50049.59734772468,32.769286848033914
2021-03-26T14:52:30Z,45239.4,25.22,CT_326,45486.0727171884,1,49980.033329655584,32.71820774595164
2021-03-26T14:52:40Z,45284.3,25.22,CT_326,45531.21753929041,1,50025.178151757595,32.75135504992306
2021-03-26T14:52:50Z,45297.8,25.22,CT_326,45544.79114949926,1,50038.75176196644,32.76132240004299
